Episode No.,Run0steps,Run1steps,Run2steps,Run3steps,
1234,200,200,200,200,
1235,200,200,200,200,
1236,200,29,200,200,
1237,200,41,200,200,
1238,200,70,200,200,
1239,200,200,192,200,
1240,200,200,84,200,
1241,200,200,38,200,
1242,200,200,16,200,
1243,200,200,15,200,
1244,200,200,134,200,
1245,200,200,36,200,
1246,45,200,25,200,
1247,200,200,55,200,
1248,200,200,125,200,
1249,200,200,22,200,
1250,200,59,26,200,
1251,200,170,17,200,
1252,200,200,10,200,
1253,200,200,44,200,
1254,200,200,41,200,
1255,200,200,23,200,
1256,200,200,21,200,
1257,200,200,49,200,
1258,200,200,94,200,
1259,200,200,134,200,
1260,200,200,75,200,
1261,200,200,21,200,
1262,200,200,185,200,
1263,200,200,21,200,
1264,200,200,21,200,
1265,200,200,11,200,
1266,200,200,47,200,
1267,200,200,200,200,
1268,200,200,81,200,
1269,200,200,200,200,
1270,200,200,200,200,
1271,200,200,200,200,
1272,200,200,200,200,
1273,200,200,200,200,
1274,200,200,200,200,
1275,200,200,200,200,
1276,200,200,200,200,
1277,200,200,200,200,
1278,200,200,200,200,
1279,200,200,200,200,
1280,200,91,200,200,
1281,200,79,200,200,
1282,200,190,200,200,
1283,32,133,200,200,
1284,41,48,200,200,
1285,90,65,200,200,
1286,40,88,200,200,
1287,15,200,200,200,
1288,92,18,200,200,
1289,134,200,200,200,
1290,52,58,200,200,
1291,200,65,200,200,
1292,29,21,200,200,
1293,68,29,200,200,
1294,200,46,200,200,
1295,200,30,200,200,
1296,200,149,200,200,
1297,200,23,200,200,
1298,75,27,200,200,
1299,200,77,200,200,
1300,200,128,200,200,
1301,51,155,200,200,
1302,200,10,200,200,
1303,200,13,200,200,
1304,68,16,200,200,
1305,200,171,200,200,
1306,98,200,200,200,
1307,24,200,200,200,
1308,79,200,200,200,
1309,200,200,200,200,
1310,200,32,200,200,
1311,47,200,200,200,
1312,200,200,200,200,
1313,200,200,200,200,
1314,45,200,200,200,
1315,26,200,200,200,
1316,81,200,200,200,
1317,200,200,200,200,
1318,44,200,200,200,
1319,59,200,200,200,
1320,12,200,200,200,
1321,15,200,200,200,
1322,200,200,200,200,
1323,57,200,200,200,
1324,200,200,200,200,
1325,200,200,200,200,
1326,200,200,200,200,
1327,73,200,200,200,
1328,17,200,200,200,
1329,10,200,200,200,
1330,62,200,200,200,
1331,22,200,200,200,
1332,200,200,200,200,
1333,200,200,200,200,
1334,181,200,200,200,
1335,49,200,200,200,
1336,85,200,200,200,
1337,31,200,200,200,
1338,160,200,200,200,
1339,22,200,200,200,
1340,26,200,200,200,
1341,200,200,200,200,
1342,62,200,200,45,
1343,200,200,200,36,
1344,200,200,200,56,
1345,200,200,77,43,
1346,200,200,15,200,
1347,200,200,200,124,
1348,200,200,67,33,
1349,200,200,30,21,
1350,200,200,68,32,
1351,200,200,94,35,
1352,200,200,35,120,
1353,200,200,92,12,
1354,200,200,54,21,
1355,200,200,92,11,
1356,200,200,63,102,
1357,200,200,91,55,
1358,200,200,200,29,
1359,200,200,200,163,
1360,200,200,200,87,
1361,200,200,200,39,
1362,200,200,200,99,
1363,200,200,200,47,
1364,200,200,200,64,
1365,200,200,110,24,
1366,200,200,200,17,
1367,200,200,200,25,
1368,200,200,200,26,
1369,200,200,200,41,
1370,200,200,200,57,
1371,200,200,200,19,
1372,200,200,200,200,
1373,200,200,200,200,
1374,200,200,200,200,
1375,200,200,26,200,
1376,200,200,200,69,
1377,200,200,200,27,
1378,200,200,200,92,
1379,200,200,200,192,
1380,200,200,200,25,
1381,200,200,200,64,
1382,200,200,200,165,
1383,200,200,200,69,
1384,200,200,200,19,
1385,200,200,200,30,
1386,200,200,200,30,
1387,200,200,200,50,
1388,200,200,200,200,
1389,200,200,200,78,
1390,200,200,200,200,
1391,200,200,200,131,
1392,200,200,200,29,
1393,200,200,122,49,
1394,200,200,200,200,
1395,200,200,200,121,
1396,200,200,200,200,
1397,200,200,200,200,
1398,200,200,200,200,
1399,200,200,200,200,
1400,200,200,200,200,
1401,200,200,200,200,
1402,200,200,200,200,
1403,200,200,200,200,
1404,200,200,200,200,
1405,200,200,200,200,
1406,200,200,200,120,
1407,200,200,200,200,
1408,200,200,200,200,
1409,200,200,200,200,
1410,200,200,200,200,
1411,200,200,200,200,
1412,200,200,200,200,
1413,200,200,200,200,
1414,200,200,200,200,
1415,200,200,200,200,
1416,200,200,200,200,
1417,200,200,200,200,
1418,200,200,200,200,
1419,200,200,200,200,
1420,200,200,200,200,
1421,200,200,200,200,
1422,200,200,200,200,
1423,200,200,200,200,
1424,200,200,200,200,
1425,200,200,200,200,
1426,200,200,200,200,
1427,200,200,200,200,
1428,200,200,200,200,
1429,200,200,200,200,
1430,200,200,200,200,
1431,200,200,200,200,
1432,200,200,200,200,
1433,200,200,200,200,
1434,200,200,200,200,
1435,200,200,200,200,
1436,200,183,200,200,
1437,200,72,200,200,
1438,200,26,200,200,
1439,200,71,200,200,
1440,200,44,200,200,
1441,200,72,200,200,
1442,200,14,200,200,
1443,200,59,200,200,
1444,200,22,200,200,
1445,200,32,200,200,
1446,200,120,200,200,
1447,200,18,200,200,
1448,200,101,200,200,
1449,200,24,200,200,
1450,200,64,200,200,
1451,200,110,101,200,
1452,200,88,200,200,
1453,200,63,200,200,
1454,200,103,200,200,
1455,200,200,200,200,
1456,200,200,200,200,
1457,200,200,200,200,
1458,200,200,200,200,
1459,200,200,200,200,
1460,200,200,200,200,
1461,200,200,200,200,
1462,200,200,200,200,
1463,200,200,200,200,
1464,200,200,200,200,
1465,200,200,200,200,
1466,200,200,200,200,
1467,200,200,200,200,
1468,200,200,200,200,
1469,200,200,200,200,
1470,200,200,200,200,
1471,200,200,200,200,
1472,200,200,200,200,
1473,200,200,200,200,
1474,200,200,200,200,
1475,200,49,200,200,
1476,200,181,200,200,
1477,200,195,200,200,
1478,200,200,200,200,
1479,200,200,200,200,
1480,200,102,200,200,
1481,200,90,200,200,
1482,200,36,200,200,
1483,200,71,200,200,
1484,200,11,200,200,
1485,200,82,200,200,
1486,200,200,200,200,
1487,200,200,200,200,
1488,200,48,200,200,
1489,200,79,200,200,
1490,200,149,200,200,
1491,200,30,200,200,
1492,200,26,200,200,
1493,200,199,200,200,
1494,200,77,200,200,
1495,200,11,200,200,
1496,200,47,200,200,
1497,200,29,200,200,
1498,200,71,200,200,
1499,200,158,200,200,
1500,200,117,200,200,
1501,200,200,200,200,
1502,200,200,200,200,
1503,200,80,200,200,
1504,200,200,200,200,
1505,200,200,200,200,
1506,200,200,200,200,
1507,200,200,200,200,
1508,200,200,200,200,
1509,200,200,200,200,
1510,200,200,200,200,
1511,200,200,200,200,
1512,200,200,200,200,
1513,200,200,200,200,
1514,200,200,200,200,
1515,200,200,200,200,
1516,200,200,200,200,
1517,200,200,200,200,
1518,200,200,200,200,
1519,200,200,200,200,
1520,200,200,200,200,
1521,200,200,200,54,
1522,200,200,200,200,
1523,200,200,200,200,
1524,200,200,200,200,
1525,200,200,200,200,
1526,200,200,200,200,
1527,200,200,186,200,
1528,200,200,200,200,
1529,200,200,200,200,
1530,200,200,200,200,
1531,200,200,200,200,
1532,200,200,200,200,
1533,200,200,200,200,
1534,200,200,200,200,
1535,200,200,200,200,
1536,200,200,200,200,
1537,185,200,200,200,
1538,200,200,200,200,
1539,81,200,200,200,
1540,200,200,200,200,
1541,52,200,200,200,
1542,33,200,200,200,
1543,14,200,200,200,
1544,12,200,200,200,
1545,98,200,200,200,
1546,200,200,200,200,
1547,28,200,200,200,
1548,200,200,200,200,
1549,144,200,200,200,
1550,55,200,200,200,
1551,21,200,200,200,
1552,193,200,200,200,
1553,200,200,200,200,
1554,102,200,200,200,
1555,45,200,200,200,
1556,200,200,200,200,
1557,200,200,200,200,
1558,62,200,200,200,
1559,75,200,200,200,
1560,25,200,200,200,
1561,142,200,200,200,
1562,38,200,200,200,
1563,95,200,200,200,
1564,200,200,81,200,
1565,32,200,11,200,
1566,200,200,46,200,
1567,197,200,200,200,
1568,200,200,26,200,
1569,54,200,200,200,
1570,123,200,200,200,
1571,192,200,200,200,
1572,200,200,200,200,
1573,179,200,200,200,
1574,16,200,200,200,
1575,11,200,200,200,
1576,200,200,200,200,
1577,200,200,200,200,
1578,200,200,200,200,
1579,200,200,22,200,
1580,187,200,21,200,
1581,11,200,200,200,
1582,48,200,200,200,
1583,75,200,200,200,
1584,200,200,200,200,
1585,200,200,200,200,
1586,200,200,200,200,
1587,200,200,200,200,
1588,200,200,200,200,
1589,200,200,165,200,
1590,200,200,200,200,
1591,200,200,200,200,
1592,200,200,200,200,
1593,200,200,200,200,
1594,114,200,200,200,
1595,200,200,200,200,
1596,200,200,200,200,
1597,200,200,200,200,
1598,200,200,200,200,
1599,200,200,200,200,
1600,200,200,200,200,
1601,200,200,200,200,
1602,200,200,200,200,
1603,200,200,200,200,
1604,200,200,200,200,
1605,75,200,200,200,
1606,14,200,200,200,
1607,83,200,200,200,
1608,52,200,200,200,
1609,200,200,200,200,
1610,54,200,118,200,
1611,69,200,200,200,
1612,142,200,200,200,
1613,200,200,200,200,
1614,200,200,200,200,
1615,200,200,200,200,
1616,200,200,200,200,
1617,200,200,200,200,
1618,200,200,200,200,
1619,200,200,200,200,
1620,200,200,200,200,
1621,200,200,200,200,
1622,200,200,200,200,
1623,200,200,200,200,
1624,200,200,200,200,
1625,200,200,200,200,
1626,200,200,200,200,
1627,200,200,200,200,
1628,200,200,200,200,
1629,200,200,200,200,
1630,200,200,200,200,
1631,200,200,200,200,
1632,200,200,200,200,
1633,200,200,200,200,
1634,200,200,200,200,
1635,200,200,200,200,
1636,200,200,200,200,
1637,200,200,200,200,
1638,200,200,200,200,
1639,200,200,200,200,
1640,200,200,200,200,
1641,200,200,200,200,
1642,200,200,200,200,
1643,200,200,200,200,
1644,200,200,200,200,
1645,200,200,200,200,
1646,200,200,200,200,
1647,200,200,200,200,
1648,200,200,200,200,
1649,200,200,200,200,
1650,200,200,200,200,
1651,200,200,200,200,
1652,200,200,200,200,
1653,200,200,200,200,
1654,200,200,200,200,
1655,200,200,200,200,
1656,200,200,200,200,
1657,200,200,200,200,
1658,200,200,200,200,
1659,200,200,200,200,
1660,200,200,200,200,
1661,200,200,200,200,
1662,200,200,200,200,
1663,200,200,200,200,
1664,200,200,200,200,
1665,200,200,200,200,
1666,200,200,200,200,
1667,200,200,200,200,
1668,200,200,200,200,
1669,200,200,200,200,
1670,200,200,200,200,
1671,200,200,200,200,
1672,200,200,200,200,
1673,200,200,200,200,
1674,200,200,200,200,
1675,200,200,200,200,
1676,200,200,200,200,
1677,200,200,200,200,
1678,200,200,200,200,
1679,200,200,200,200,
1680,200,200,200,200,
1681,200,200,200,200,
1682,200,200,200,200,
1683,200,200,200,200,
1684,200,200,200,200,
1685,200,200,200,200,
1686,200,200,200,200,
1687,200,200,200,200,
1688,200,200,200,200,
1689,200,200,200,200,
1690,200,200,200,200,
1691,200,200,200,200,
1692,200,200,200,200,
1693,200,200,200,200,
1694,200,200,200,200,
1695,200,200,200,200,
1696,200,200,200,200,
1697,200,200,200,200,
1698,200,200,200,200,
1699,200,200,200,200,
1700,200,200,200,200,
1701,200,200,200,200,
1702,200,200,200,200,
1703,200,200,164,200,
1704,200,200,200,200,
1705,200,200,200,200,
1706,200,200,200,200,
1707,200,200,200,200,
1708,200,200,200,200,
1709,200,200,200,200,
1710,200,200,200,200,
1711,200,200,200,200,
1712,200,200,200,200,
1713,200,200,200,200,
1714,200,200,200,200,
1715,200,200,200,200,
1716,200,200,200,200,
1717,200,200,200,200,
1718,200,200,200,200,
1719,200,200,200,200,
1720,200,200,200,200,
1721,200,200,200,200,
1722,200,200,200,200,
1723,200,200,200,200,
1724,200,200,200,200,
1725,200,200,200,200,
1726,200,200,200,200,
1727,200,200,200,200,
1728,200,200,200,200,
1729,200,200,200,200,
1730,200,200,200,200,
1731,200,200,200,200,
1732,200,200,200,200,
1733,200,200,200,200,
1734,200,200,200,200,
1735,200,200,200,200,
1736,200,200,200,200,
1737,200,200,200,200,
1738,200,200,200,200,
1739,200,200,200,200,
1740,200,200,200,200,
1741,200,200,200,200,
1742,200,200,200,200,
1743,200,200,200,200,
1744,200,200,200,200,
1745,200,200,200,200,
1746,200,200,200,200,
1747,200,200,200,200,
1748,200,200,200,200,
1749,200,200,200,200,
1750,200,200,200,200,
1751,200,200,200,200,
1752,200,200,200,200,
1753,200,200,200,200,
1754,200,200,200,200,
1755,200,200,200,200,
1756,200,200,200,200,
1757,200,200,200,200,
1758,200,200,200,200,
1759,200,200,200,200,
1760,200,200,200,200,
1761,200,200,200,200,
1762,200,200,200,200,
1763,200,200,200,200,
1764,200,200,200,200,
1765,200,200,200,200,
1766,200,200,200,200,
1767,200,200,200,200,
1768,200,200,200,200,
1769,200,200,200,200,
1770,200,200,200,200,
1771,200,200,200,200,
1772,200,200,200,200,
1773,200,200,200,200,
1774,200,200,200,200,
1775,200,200,200,200,
1776,200,200,200,200,
1777,200,200,200,200,
1778,200,200,200,200,
1779,200,200,200,200,
1780,200,200,200,200,
1781,200,200,200,200,
1782,200,200,200,200,
1783,200,200,200,200,
1784,200,200,200,200,
1785,200,200,200,200,
1786,200,200,200,200,
1787,200,200,175,200,
1788,200,200,200,200,
1789,200,200,200,200,
1790,200,200,200,200,
1791,200,200,200,200,
1792,200,200,200,200,
1793,200,200,200,200,
1794,200,200,200,200,
1795,200,200,200,200,
1796,200,200,200,200,
1797,200,200,200,200,
1798,200,200,200,200,
1799,200,200,200,200,
1800,200,200,200,200,
1801,200,200,200,200,
1802,200,200,200,200,
1803,200,200,200,200,
1804,200,200,200,200,
1805,200,200,200,200,
1806,200,200,200,200,
1807,200,200,200,200,
1808,200,200,200,200,
1809,200,200,200,200,
1810,200,200,200,200,
1811,200,200,200,200,
1812,200,200,200,200,
1813,200,200,200,200,
1814,200,200,200,200,
1815,200,200,200,200,
1816,200,200,200,200,
1817,200,200,200,200,
1818,200,200,200,200,
1819,200,200,200,200,
1820,200,200,200,200,
1821,200,200,200,200,
1822,200,200,200,200,
1823,200,200,200,200,
1824,200,200,200,200,
1825,200,200,200,200,
1826,200,200,200,200,
1827,200,200,200,200,
1828,200,200,200,200,
1829,200,200,200,200,
1830,200,200,200,200,
1831,200,200,200,200,
1832,200,200,200,200,
1833,200,200,200,200,
1834,200,200,200,200,
1835,200,200,200,200,
1836,200,200,200,200,
1837,200,200,200,200,
1838,200,200,200,200,
1839,200,200,200,200,
1840,200,200,200,200,
1841,200,200,200,200,
1842,200,200,200,200,
1843,200,200,200,200,
1844,200,200,200,200,
1845,200,200,200,200,
1846,200,200,200,200,
1847,200,200,200,200,
1848,200,200,200,200,
1849,200,200,200,200,
1850,200,200,200,200,
1851,200,200,200,200,
1852,200,200,200,200,
1853,200,200,200,200,
1854,200,200,200,200,
1855,200,200,200,200,
1856,200,200,200,200,
1857,200,200,200,200,
1858,200,200,200,200,
1859,200,200,200,200,
1860,200,200,200,200,
1861,200,200,200,200,
1862,200,200,200,200,
1863,200,200,200,200,
1864,200,200,200,200,
1865,200,200,200,200,
1866,200,200,200,200,
1867,200,200,200,200,
1868,200,200,200,200,
1869,200,200,200,200,
1870,200,200,200,200,
1871,200,200,200,200,
1872,200,200,200,200,
1873,200,200,200,200,
1874,200,200,200,200,
1875,200,200,200,200,
1876,200,200,200,200,
1877,200,200,200,200,
1878,200,200,200,200,
1879,200,200,200,200,
1880,200,200,200,200,
1881,200,200,200,200,
1882,200,200,200,200,
1883,200,200,200,200,
1884,200,200,200,200,
1885,200,200,200,200,
1886,200,200,200,200,
1887,200,200,200,200,
1888,200,200,200,200,
1889,200,200,200,200,
1890,200,200,200,200,
1891,200,200,200,200,
1892,200,200,200,200,
1893,200,200,200,200,
1894,200,200,200,200,
1895,200,200,200,200,
1896,200,200,200,200,
1897,200,200,200,200,
1898,200,200,200,200,
1899,200,200,200,200,
1900,200,200,200,200,
1901,200,200,200,200,
1902,200,200,200,200,
1903,200,200,200,200,
1904,200,200,200,200,
1905,200,200,200,200,
1906,200,200,200,200,
1907,200,200,200,200,
1908,200,200,200,200,
1909,200,200,200,200,
1910,200,200,200,200,
1911,200,200,200,200,
1912,200,200,200,200,
1913,200,200,200,200,
1914,200,200,200,200,
1915,200,200,200,200,
1916,200,200,200,200,
1917,200,200,200,200,
1918,200,200,200,200,
1919,200,200,200,200,
1920,200,200,200,200,
1921,200,200,200,200,
1922,200,200,200,200,
1923,200,200,200,200,
1924,200,200,200,200,
1925,200,200,200,200,
1926,200,200,200,200,
1927,200,200,33,200,
1928,200,200,79,200,
1929,200,200,30,200,
1930,200,200,120,200,
1931,200,200,12,200,
1932,200,200,25,200,
1933,200,200,24,200,
1934,200,200,14,200,
1935,200,200,12,200,
1936,200,200,51,200,
1937,200,200,71,200,
1938,200,200,45,200,
1939,200,200,19,200,
1940,200,200,14,200,
1941,200,200,57,200,
1942,200,200,199,200,
1943,200,200,200,200,
1944,200,200,200,200,
1945,200,200,200,200,
1946,200,200,200,200,
1947,200,200,57,200,
1948,200,200,17,200,
1949,200,200,200,200,
1950,200,200,80,200,
1951,200,200,70,200,
1952,200,200,200,200,
1953,200,200,84,200,
1954,200,200,200,200,
1955,200,200,200,200,
1956,200,200,200,200,
1957,200,200,30,200,
1958,200,200,200,200,
1959,200,200,200,200,
1960,200,200,200,200,
1961,200,200,200,200,
1962,200,200,200,200,
1963,200,200,200,200,
1964,200,200,200,200,
1965,200,200,51,200,
1966,200,200,200,200,
1967,200,200,101,200,
1968,200,200,15,200,
1969,200,200,200,200,
1970,200,200,200,200,
1971,200,200,200,200,
1972,200,200,200,200,
1973,200,200,200,200,
1974,200,200,200,200,
1975,200,200,200,200,
1976,200,200,200,200,
1977,200,200,200,200,
1978,200,200,200,200,
1979,200,200,200,200,
1980,200,200,200,200,
1981,200,200,200,200,
1982,200,200,200,200,
1983,200,200,200,200,
1984,200,200,200,200,
1985,200,200,200,200,
1986,200,200,200,200,
1987,200,200,200,200,
1988,200,200,200,200,
1989,200,200,200,200,
1990,200,200,200,200,
1991,200,200,200,200,
1992,200,200,200,200,
1993,200,200,200,200,
1994,200,200,200,200,
1995,200,200,200,200,
1996,200,200,200,200,
1997,200,200,200,200,
1998,200,200,200,200,
1999,200,200,200,200,
2000,200,200,200,200,
2001,200,200,200,200,
2002,200,150,200,200,
2003,200,143,200,200,
2004,200,200,200,200,
2005,200,151,200,200,
2006,200,89,200,200,
2007,200,21,200,200,
2008,200,14,200,200,
2009,200,33,200,200,
2010,200,43,200,200,
2011,200,200,200,200,
2012,200,200,200,200,
2013,200,200,200,200,
2014,200,200,200,200,
2015,200,144,200,200,
2016,200,193,200,200,
2017,200,35,200,200,
2018,200,36,200,200,
2019,200,41,200,200,
2020,200,29,200,200,
2021,200,46,200,200,
2022,200,33,200,200,
2023,200,13,200,200,
2024,200,16,200,200,
2025,200,13,200,200,
2026,200,37,200,200,
2027,200,38,200,200,
2028,200,98,200,200,
2029,200,161,200,200,
2030,200,200,200,200,
2031,200,200,200,200,
2032,200,200,200,200,
2033,200,200,200,200,
2034,200,200,200,200,
2035,200,60,200,200,
2036,200,200,200,200,
2037,200,200,200,200,
2038,200,200,200,200,
2039,200,200,200,200,
2040,200,200,200,200,
2041,200,200,200,200,
2042,200,200,200,200,
2043,200,200,200,200,
2044,200,200,200,200,
2045,200,200,200,200,
2046,200,200,200,200,
2047,200,200,200,200,
2048,200,200,200,200,
2049,200,200,200,200,
2050,200,200,200,200,
2051,200,200,200,200,
2052,200,200,200,200,
2053,200,200,200,200,
2054,200,200,200,200,
2055,200,200,200,200,
2056,200,200,200,200,
2057,200,200,200,200,
2058,200,200,200,200,
2059,200,200,200,200,
2060,200,200,200,200,
2061,200,200,200,200,
2062,200,200,200,200,
2063,200,200,200,200,
2064,200,200,200,200,
2065,200,200,200,200,
2066,200,200,200,200,
2067,200,200,200,200,
2068,200,200,200,200,
2069,200,200,200,200,
2070,200,200,200,200,
2071,200,200,200,200,
2072,200,200,200,200,
2073,200,200,200,200,
2074,200,200,200,200,
2075,200,200,200,200,
2076,200,200,200,200,
2077,200,200,200,200,
2078,200,200,200,200,
2079,200,200,200,200,
2080,200,200,200,200,
2081,200,200,200,200,
2082,200,200,200,200,
2083,200,200,200,200,
2084,200,200,200,200,
2085,200,200,200,200,
2086,200,200,200,200,
2087,200,200,200,200,
2088,200,200,200,200,
2089,200,200,200,200,
2090,200,200,200,200,
2091,200,200,200,200,
2092,200,200,200,200,
2093,200,200,200,200,
2094,200,200,200,200,
2095,200,200,200,200,
2096,200,200,200,200,
2097,200,200,200,200,
2098,200,200,200,200,
2099,200,200,200,200,
2100,200,200,200,200,
2101,200,200,200,200,
2102,200,200,200,200,
2103,200,200,200,200,
2104,200,200,200,200,
2105,200,200,200,200,
2106,200,200,200,200,
2107,200,200,200,200,
2108,200,200,200,200,
2109,200,200,200,200,
2110,200,200,200,200,
2111,200,200,200,200,
2112,200,200,200,200,
2113,200,200,200,200,
2114,200,200,200,200,
2115,200,200,200,200,
2116,200,200,200,200,
2117,200,200,200,200,
2118,200,200,200,200,
2119,200,200,200,200,
2120,200,200,200,200,
2121,200,200,200,200,
2122,200,200,200,200,
2123,200,200,200,200,
2124,200,200,200,200,
2125,200,200,200,200,
2126,200,200,200,200,
2127,200,200,200,200,
2128,200,200,200,200,
2129,200,200,200,200,
2130,200,200,200,200,
2131,200,200,200,200,
2132,200,200,200,200,
2133,200,200,200,200,
2134,200,200,200,200,
2135,200,200,200,200,
2136,200,200,40,200,
2137,200,200,151,200,
2138,200,200,200,200,
2139,200,200,200,200,
2140,200,200,22,200,
2141,200,200,101,200,
2142,200,200,27,200,
2143,200,200,59,200,
2144,200,200,44,200,
2145,200,200,54,200,
2146,200,200,32,200,
2147,200,200,75,200,
2148,200,200,59,200,
2149,200,200,81,200,
2150,200,200,200,200,
2151,200,200,200,200,
2152,200,200,200,200,
2153,200,200,200,200,
2154,200,200,200,200,
2155,200,200,200,200,
2156,200,200,200,200,
2157,200,200,200,200,
2158,200,200,200,200,
2159,200,200,200,200,
2160,200,200,200,200,
2161,200,200,200,200,
2162,200,200,200,200,
2163,200,200,200,200,
2164,200,200,200,200,
2165,200,200,200,200,
2166,200,200,200,200,
2167,200,200,200,200,
2168,200,200,200,200,
2169,200,200,200,200,
2170,200,200,200,200,
2171,200,200,200,200,
2172,200,200,200,200,
2173,200,200,200,200,
2174,200,200,200,200,
2175,200,200,200,200,
2176,200,200,200,200,
2177,200,200,200,200,
2178,200,200,200,200,
2179,200,200,200,200,
2180,200,200,200,200,
2181,200,200,200,200,
2182,200,200,200,200,
2183,200,200,200,200,
2184,200,200,200,200,
2185,200,200,200,200,
2186,200,200,200,200,
2187,200,200,200,200,
2188,200,200,200,200,
2189,200,200,200,200,
2190,200,200,200,200,
2191,200,200,200,200,
2192,200,200,200,200,
2193,200,200,200,200,
2194,200,200,200,200,
2195,200,200,200,200,
2196,200,200,200,200,
2197,200,200,200,200,
2198,200,200,200,200,
2199,200,200,200,200,
2200,200,200,200,200,
2201,200,200,200,200,
2202,200,200,200,200,
2203,200,200,200,200,
2204,200,200,200,200,
2205,200,200,200,200,
2206,200,200,200,200,
2207,200,200,200,200,
2208,200,200,200,200,
2209,200,200,200,200,
2210,200,200,200,200,
2211,200,200,200,200,
2212,200,200,200,200,
2213,200,200,200,200,
2214,200,200,200,200,
2215,200,200,200,200,
2216,200,200,200,200,
2217,200,200,200,200,
2218,200,200,200,200,
2219,200,200,200,200,
2220,200,200,200,200,
2221,200,200,200,200,
2222,200,200,200,200,
2223,200,200,200,200,
2224,200,200,200,200,
2225,200,200,200,200,
2226,200,200,200,200,
2227,200,200,200,200,
2228,200,200,200,200,
2229,200,200,200,200,
2230,200,200,200,200,
2231,200,200,200,200,
2232,200,200,200,200,
2233,200,200,200,200,
2234,200,200,200,200,
2235,200,200,200,200,
2236,200,200,200,200,
2237,200,200,200,200,
2238,200,200,200,200,
2239,200,200,200,200,
2240,200,200,200,200,
2241,200,200,200,200,
2242,200,200,200,200,
2243,200,200,200,200,
2244,200,200,200,200,
2245,200,200,200,200,
2246,200,200,200,200,
2247,200,200,200,200,
2248,200,200,200,200,
2249,200,200,200,200,
2250,70,200,200,200,
2251,200,200,200,200,
2252,200,200,200,200,
2253,200,200,200,200,
2254,200,200,200,200,
2255,200,200,200,200,
2256,200,200,200,200,
2257,200,200,200,200,
2258,200,200,200,200,
2259,200,200,200,200,
2260,200,200,200,200,
2261,200,200,200,200,
2262,200,200,200,200,
2263,200,200,200,200,
2264,200,200,200,200,
2265,200,200,200,200,
2266,200,200,200,200,
2267,200,200,200,200,
2268,200,200,200,200,
2269,200,200,200,200,
2270,200,200,200,200,
2271,200,200,200,200,
2272,200,200,200,200,
2273,200,200,200,200,
2274,200,200,200,200,
2275,200,200,200,200,
2276,200,200,200,200,
2277,200,200,200,200,
2278,200,200,200,200,
2279,200,200,200,200,
2280,200,200,200,200,
2281,200,200,200,200,
2282,200,200,200,200,
2283,200,200,200,200,
2284,200,200,200,200,
2285,200,200,200,200,
2286,200,200,200,200,
2287,200,200,200,200,
2288,200,200,200,200,
2289,200,200,200,200,
2290,200,200,200,200,
2291,200,200,200,200,
2292,200,200,200,200,
2293,200,200,200,200,
2294,200,200,200,200,
2295,200,200,200,200,
2296,200,200,200,200,
2297,200,200,200,200,
2298,200,200,200,200,
2299,200,200,200,200,
2300,200,200,200,200,
2301,200,200,200,200,
2302,200,200,200,200,
2303,200,200,200,200,
2304,200,200,200,200,
2305,200,200,200,200,
2306,200,200,200,200,
2307,200,200,200,200,
2308,200,200,200,200,
2309,200,200,200,200,
2310,200,200,200,200,
2311,200,200,200,200,
2312,200,200,200,200,
2313,200,200,200,200,
2314,200,200,200,200,
2315,200,200,200,200,
2316,200,200,200,200,
2317,200,200,200,200,
2318,200,200,200,200,
2319,200,200,200,200,
2320,200,200,200,200,
2321,200,200,200,200,
2322,200,200,200,200,
2323,200,200,200,200,
2324,200,200,200,200,
2325,200,200,200,200,
2326,200,200,200,200,
2327,200,200,200,200,
2328,200,200,200,200,
2329,200,200,200,200,
2330,200,200,200,200,
2331,200,200,200,200,
2332,200,200,200,200,
2333,200,200,200,200,
2334,200,200,200,200,
2335,200,200,200,200,
2336,200,200,200,200,
2337,200,200,200,200,
2338,200,200,200,200,
2339,200,200,200,200,
2340,200,200,200,200,
2341,200,200,200,200,
2342,200,200,200,200,
2343,200,200,200,200,
2344,200,200,200,200,
2345,200,200,200,200,
2346,200,200,200,200,
2347,200,200,200,200,
2348,200,200,200,200,
2349,200,200,200,200,
2350,200,200,200,200,
2351,200,200,200,200,
2352,200,200,200,200,
2353,200,200,200,200,
2354,200,200,200,200,
2355,200,200,200,200,
2356,200,200,200,200,
2357,200,200,200,200,
2358,200,200,200,200,
2359,200,200,200,200,
2360,200,200,200,200,
2361,200,200,200,200,
2362,200,200,200,200,
2363,200,200,200,200,
2364,200,200,200,200,
2365,200,200,200,200,
2366,200,200,200,200,
2367,200,200,200,200,
2368,200,200,200,200,
2369,200,200,200,200,
2370,200,200,200,200,
2371,200,200,200,200,
2372,200,200,200,200,
2373,200,200,200,200,
2374,200,200,200,200,
2375,200,200,200,200,
2376,200,200,200,200,
2377,200,200,200,200,
2378,200,200,200,200,
2379,200,200,200,200,
2380,200,200,200,200,
2381,200,200,200,200,
2382,200,200,200,200,
2383,200,200,200,200,
2384,200,200,200,200,
2385,200,200,200,200,
2386,200,200,200,200,
2387,200,200,200,200,
2388,200,200,200,200,
2389,200,200,200,200,
2390,200,200,200,200,
2391,200,200,200,200,
2392,200,200,200,200,
2393,200,200,200,200,
2394,200,200,200,200,
2395,200,200,200,200,
2396,200,200,200,200,
2397,200,200,200,200,
